,profit,budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year,ROI_pct,release_dt
4087,-29671868,58000000,New Line Cinema,USA,Brett Ratner,Action,28328132,After the Sunset,PG-13,11/12/2004,97,6.3,Pierce Brosnan,40092,Paul Zbyszewski,2004,-51.158393103448276,2004-11-12
4088,-18784941,40000000,Warner Bros.,USA,Joseph Kahn,Action,21215059,Torque,PG-13,1/16/2004,84,4.0,Martin Henderson,24682,Matt Johnson,2004,-46.9623525,2004-01-16
4090,-16681291,23000000,Lions Gate Films,UK,Kevin Spacey,Biography,6318709,Beyond the Sea,PG-13,12/29/2004,118,6.7,Kevin Spacey,13453,Kevin Spacey,2004,-72.52735217391304,2004-12-29
4091,-13660332,15000000,Fine Line Features,USA,John Waters,Comedy,1339668,A Dirty Shame,NC-17,9/24/2004,89,5.1,Tracey Ullman,11124,John Waters,2004,-91.06888,2004-09-24
4092,-15981636,30000000,Warner Bros.,USA,Dennie Gordon,Comedy,14018364,New York Minute,PG,5/7/2004,100,4.9,Mary-Kate Olsen,18830,Emily Fox,2004,-53.27212,2004-05-07
4093,-20944990,30000000,Regency Enterprises,USA,Forest Whitaker,Comedy,9055010,First Daughter,PG,9/24/2004,100,5.0,Katie Holmes,18324,Jessica Bendinger,2004,-69.81663333333333,2004-09-24
4094,-14234415,18000000,Movision,USA,Michael Radford,Drama,3765585,The Merchant of Venice,R,2/18/2005,131,7.1,Al Pacino,31158,William Shakespeare,2004,-79.08008333333333,2005-02-18
4095,-14994117,20000000,New Line Cinema,UK,Jonathan Glazer,Drama,5005883,Birth,R,10/29/2004,100,6.1,Nicole Kidman,31210,Jean-Claude Carri�re,2004,-74.970585,2004-10-29
4096,211842,5000000,Canal+ Espa�a,Spain,Pedro Almod�var,Crime,5211842,Bad Education,NC-17,2/11/2005,106,7.5,Gael Garc�a Bernal,48212,Pedro Almod�var,2004,4.236839999999997,2005-02-11
4097,-46600188,60000000,Paramount Pictures,UK,Charles Shyer,Comedy,13399812,Alfie,R,11/5/2004,103,6.2,Jude Law,45684,Bill Naughton,2004,-77.66698,2004-11-05
4099,-398921,7000000,Path� Pictures International,UK,Gurinder Chadha,Comedy,6601079,Bride & Prejudice,PG-13,3/11/2005,111,6.2,Martin Henderson,18188,Jane Austen,2004,-5.698871428571428,2005-03-11
4100,-43528606,50000000,Shangri-La Entertainment,USA,George Armitage,Comedy,6471394,The Big Bounce,PG-13,1/30/2004,88,4.9,Owen Wilson,16502,Elmore Leonard,2004,-87.057212,2004-01-30
4101,-2777139,26000000,Dylan Sellers Productions,USA,Kevin Allen,Action,23222861,Agent Cody Banks 2: Destination London,PG,3/12/2004,100,4.5,Frankie Muniz,12029,Jeffrey Jurgensen,2004,-10.681303846153845,2004-03-12
4103,7890460,50000000,Miramax,USA,Peter Chelsom,Comedy,57890460,Shall We Dance,PG-13,10/15/2004,106,6.1,Richard Gere,37878,Masayuki Suo,2004,15.780919999999998,2004-10-15
4104,-84585039,107000000,Touchstone Pictures,USA,John Lee Hancock,Drama,22414961,The Alamo,PG-13,4/9/2004,137,6.0,Dennis Quaid,17664,Leslie Bohem,2004,-79.051438317757,2004-04-09
4105,19541707,55000000,Touchstone Pictures,USA,Jay Russell,Action,74541707,Ladder 49,PG-13,10/1/2004,115,6.5,Joaquin Phoenix,50406,Lewis Colick,2004,35.530376363636364,2004-10-01
4106,7238923,25000000,Screen Gems,USA,Dwight H. Little,Action,32238923,Anacondas: The Hunt for the Blood Orchid,PG-13,8/27/2004,97,4.6,Morris Chestnut,23961,Hans Bauer,2004,28.95569200000001,2004-08-27
4107,-12513862,50000000,Touchstone Pictures,USA,Garry Marshall,Comedy,37486138,Raising Helen,PG-13,5/28/2004,119,6.0,Kate Hudson,32370,Patrick J. Clifton,2004,-25.027723999999996,2004-05-28
4111,-10890678,20000000,ApolloMedia Distribution,Germany,Bob Clark,Comedy,9109322,Superbabies: Baby Geniuses 2,PG,8/27/2004,88,2.0,Jon Voight,26818,Steven Paul,2004,-54.45339,2004-08-27
4113,-27818516,40000000,DreamWorks,USA,Barry Levinson,Comedy,12181484,Envy,PG-13,4/30/2004,99,4.8,Ben Stiller,27466,Steve Adams,2004,-69.54629,2004-04-30
4114,-23676031,40000000,Nine Yards Two Productions,USA,Howard Deutch,Comedy,16323969,The Whole Ten Yards,PG-13,4/9/2004,98,5.5,Bruce Willis,48262,Mitchell Kapner,2004,-59.1900775,2004-04-09
4115,-6662701,20000000,Metro-Goldwyn-Mayer (MGM),UK,Irwin Winkler,Biography,13337299,De-Lovely,PG-13,8/6/2004,125,6.6,Kevin Kline,10018,Jay Cocks,2004,-33.313505,2004-08-06
4117,-2712523,4200000,Bazelevs Production,Russia,Timur Bekmambetov,Action,1487477,Night Watch,R,3/3/2006,114,6.5,Konstantin Khabenskiy,48808,Timur Bekmambetov,2004,-64.58388095238095,2006-03-03
4118,-4078262,7000000,Yash Raj Films,India,Yash Chopra,Drama,2921738,Veer-Zaara,NOT RATED,11/12/2004,192,7.9,Shah Rukh Khan,39916,Aditya Chopra,2004,-58.26088571428571,2004-11-12
4119,-24804950,50000000,Paramount Pictures,Germany,Philip Kaufman,Crime,25195050,Twisted,R,2/27/2004,97,5.2,Ashley Judd,18006,Sarah Thorp,2004,-49.609899999999996,2004-02-27
4121,-59969539,110000000,Walt Disney Pictures,USA,Will Finn,Animation,50030461,Home on the Range,PG,4/2/2004,76,5.4,Judi Dench,15266,Will Finn,2004,-54.51776272727273,2004-04-02
4123,19489752,26000000,Not specified,USA,Paul Weitz,Comedy,45489752,In Good Company,PG-13,1/14/2005,100,6.5,Dennis Quaid,50314,Paul Weitz,2004,74.96058461538462,2005-01-14
4124,22116322,26000000,Twentieth Century Fox Film Corporation,USA,Joel Zwick,Comedy,48116322,Fat Albert,PG,12/25/2004,93,4.3,Kenan Thompson,9859,Bill Cosby,2004,85.06277692307694,2004-12-25
4126,19179516,12000000,Fox Searchlight Pictures,USA,Christopher Erskin,Comedy,31179516,Johnson Family Vacation,PG-13,4/7/2004,97,4.4,Cedric the Entertainer,6299,Todd R. Jones,2004,159.8293,2004-04-07
4129,-4898893,5000000,Motion Picture Corporation of America (MPCA),USA,Mick Garris,Horror,101107,Riding the Bullet,R,2/3/2005,100,5.2,Jonathan Jackson,7968,Mick Garris,2004,-97.97785999999999,2005-02-03
4131,-14815568,19250000,Franchise Pictures,Germany,David Mamet,Action,4434432,Spartan,R,3/12/2004,102,6.6,Val Kilmer,27340,David Mamet,2004,-76.96398961038962,2004-03-12
4135,-10151678,28000000,Deep River Productions,Ireland,Peter Howitt,Comedy,17848322,Las leyes de atracci�n,PG-13,4/30/2004,90,5.9,Pierce Brosnan,19776,Aline Brosh McKenna,2004,-36.25599285714286,2004-04-30
4136,3517198,3000000,HBO Films,Colombia,Joshua Marston,Crime,6517198,Maria Full of Grace,R,8/6/2004,101,7.5,Catalina Sandino Moreno,31546,Joshua Marston,2004,117.23993333333334,2004-08-06
4138,-7634866,8000000,40 Acres & A Mule Filmworks,USA,Spike Lee,Comedy,365134,She Hate Me,R,7/30/2004,138,5.3,Anthony Mackie,6600,Michael Genet,2004,-95.435825,2004-07-30
4141,-5628919,6000000,Bob Yari Productions,USA,David Duchovny,Comedy,371081,House of D,PG-13,4/29/2005,96,7.0,David Duchovny,7919,David Duchovny,2004,-93.81531666666667,2005-04-29
4143,-14577793,35000000,Revolution Studios,USA,Nick Hurran,Comedy,20422207,Little Black Book,PG-13,8/6/2004,111,5.3,Brittany Murphy,15844,Melissa Carter,2004,-41.65083714285714,2004-08-06
4146,-7246194,11000000,Les Films Alain Sarde,UK,Mike Leigh,Crime,3753806,Vera Drake,R,2/4/2005,125,7.7,Imelda Staunton,21213,Mike Leigh,2004,-65.87449090909091,2005-02-04
4150,-6429473,6500000,Eulogy Productions LLC,USA,Michael Clancy,Comedy,70527,Eulogy,R,9/26/2004,91,6.7,Ray Romano,7932,Michael Clancy,2004,-98.91496923076923,2004-09-26
4151,-11530572,26000000,Twentieth Century Fox Film Corporation,USA,Donald Petrie,Comedy,14469428,Welcome to Mooseport,PG-13,2/20/2004,110,5.2,Gene Hackman,11058,Doug Richardson,2004,-44.34835384615384,2004-02-20
4154,-18274187,27000000,Paramount Pictures,UK,E. Elias Merhige,Crime,8725813,Suspect Zero,R,8/27/2004,100,5.9,Aaron Eckhart,17171,Zak Penn,2004,-67.68217407407407,2004-08-27
4155,105212,50000,Ariztical Entertainment,USA,Q. Allan Brocka,Comedy,155212,Eating Out,UNRATED,2/24/2012,90,5.9,Scott Lunsford,5354,Q. Allan Brocka,2004,210.42399999999998,2012-02-24
4158,-10620249,25000000,Lions Gate Films,Canada,Nick Hamm,Drama,14379751,Godsend,PG-13,4/30/2004,102,4.8,Robert De Niro,23154,Mark Bomback,2004,-42.480996000000005,2004-04-30
4163,47111277,18000000,Metro-Goldwyn-Mayer (MGM),USA,Kevin Rodney Sullivan,Comedy,65111277,Barbershop 2: Back in Business,PG-13,2/6/2004,106,5.7,Ice Cube,11281,Mark Brown,2004,261.7293166666667,2004-02-06
4164,-10260951,18000000,Serendipity Point Films,Canada,Istv�n Szab�,Comedy,7739049,"Julia, una mujer seductora",R,2/18/2005,104,7.0,Annette Bening,11052,W. Somerset Maugham,2004,-57.00528333333333,2005-02-18
4166,-962455,3000000,Front Street Pictures,USA,John Curran,Drama,2037545,We Don't Live Here Anymore,R,9/3/2004,101,6.3,Mark Ruffalo,8531,Andre Dubus,2004,-32.08183333333333,2004-09-03
4169,-761493,1000000,Kim Ki-Duk Film,South Korea,Ki-duk Kim,Crime,238507,3-Iron,R,4/7/2006,88,8.1,Seung-yeon Lee,41640,Ki-duk Kim,2004,-76.1493,2006-04-07
4170,-8199698,30000000,Touchstone Pictures,USA,Charles Stone III,Comedy,21800302,Mr 3000,PG-13,9/17/2004,104,5.5,Bernie Mac,12740,Eric Champnella,2004,-27.332326666666663,2004-09-17
4174,-11804622,12000000,Lucky 7 Productions LLC,UK,Mick Davis,Biography,195378,Modigliani,R,9/29/2004,128,7.4,Andy Garcia,9098,Mick Davis,2004,-98.37185000000001,2004-09-29
4175,-33336844,45000000,DreamWorks,USA,Mike Mitchell,Comedy,11663156,Surviving Christmas,PG-13,10/22/2004,91,5.3,Ben Affleck,18771,Deborah Kaplan,2004,-74.08187555555556,2004-10-22
4176,-11945720,20000000,Universal Pictures,USA,Michael Lembeck,Comedy,8054280,Connie and Carla,PG-13,4/16/2004,108,6.3,Nia Vardalos,7171,Nia Vardalos,2004,-59.7286,2004-04-16
4178,-5470128,6500000,Hart-Sharp Entertainment,USA,Michael Mayer,Drama,1029872,A Home at the End of the World,R,10/14/2004,97,6.8,Colin Farrell,12420,Michael Cunningham,2004,-84.15581538461538,2004-10-14
4179,-237310,20000000,4 Kids Entertainment,Japan,Hatsuki Tsuji,Animation,19762690,Yu-Gi-Oh!: The Movie,PG,8/13/2004,100,4.6,Dan Green,6776,Masahiro Hikokubo,2004,-1.1865499999999973,2004-08-13
4180,-10922453,40000000,Rent Productions LLC,USA,Chris Columbus,Drama,29077547,Rent,PG-13,11/23/2005,135,7.0,Taye Diggs,43683,Stephen Chbosky,2005,-27.306132500000004,2005-11-23
4181,56459076,150000000,Warner Bros.,USA,Tim Burton,Adventure,206459076,Charlie and the Chocolate Factory,PG,7/15/2005,115,6.7,Johnny Depp,350762,Roald Dahl,2005,37.639384,2005-07-15
4182,140013036,150000000,Warner Bros.,UK,Mike Newell,Adventure,290013036,Harry Potter and the Goblet of Fire,PG-13,11/18/2005,157,7.7,Daniel Radcliffe,429209,Steve Kloves,2005,93.342024,2005-11-18
4183,56852432,150000000,Warner Bros.,USA,Christopher Nolan,Action,206852432,Batman Begins,PG-13,6/15/2005,152,8.3,Christian Bale,1075968,Bob Kane,2005,37.901621333333324,2005-06-15
4184,-14485483,40000000,Universal Pictures,USA,Joss Whedon,Action,25514517,Serenity,PG-13,9/30/2005,119,7.9,Nathan Fillion,255155,Joss Whedon,2005,-36.213707500000005,2005-09-30
4185,16511035,54000000,Warner Bros.,USA,James McTeigue,Action,70511035,V for Vendetta,R,3/17/2006,132,8.2,Hugo Weaving,867117,Lilly Wachowski,2005,30.575990740740732,2006-03-17
4186,34103820,40000000,Dimension Films,USA,Frank Miller,Crime,74103820,Sin City,R,4/1/2005,124,8.0,Mickey Rourke,690034,Frank Miller,2005,85.25955,2005-04-01
4187,10405088,28000000,Focus Features,France,Joe Wright,Drama,38405088,Pride & Prejudice,PG,11/23/2005,129,7.8,Keira Knightley,209548,Jane Austen,2005,37.16102857142858,2005-11-23
4188,1085416,50000000,Touchstone Pictures,UK,Garth Jennings,Adventure,51085416,The Hitchhiker's Guide to the Galaxy,PG,4/29/2005,109,6.8,Martin Freeman,165212,Douglas Adams,2005,2.170831999999989,2005-04-29
4189,69043761,14000000,Focus Features,USA,Ang Lee,Drama,83043761,Brokeback Mountain,R,1/13/2006,134,7.7,Jake Gyllenhaal,276758,Annie Proulx,2005,493.16972142857145,2006-01-13
4190,169218368,40000000,New Line Cinema,USA,David Dobkin,Comedy,209218368,Wedding Crashers,R,7/15/2005,119,7.0,Owen Wilson,295346,Steve Faber,2005,423.04592,2005-07-15
4191,111709845,180000000,Walt Disney Pictures,USA,Andrew Adamson,Adventure,291709845,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",PG,12/9/2005,143,6.9,Tilda Swinton,310549,Ann Peacock,2005,62.061024999999994,2005-12-09
4192,76119460,82000000,Paramount Pictures,USA,Peter Segal,Comedy,158119460,The Longest Yard,PG-13,5/27/2005,113,6.4,Adam Sandler,139788,Albert S. Ruddy,2005,92.82860975609756,2005-05-27
4193,42526473,4800000,Hostel LLC,USA,Eli Roth,Horror,47326473,Hostel,R,1/6/2006,94,5.9,Jay Hernandez,147832,Eli Roth,2005,885.9681875,2006-01-06
4194,-82601587,130000000,Twentieth Century Fox Film Corporation,USA,Ridley Scott,Action,47398413,Kingdom of Heaven,R,5/6/2005,144,7.2,Orlando Bloom,232742,William Monahan,2005,-63.53968230769232,2005-05-06
4195,267262555,113000000,Lucasfilm,USA,George Lucas,Action,380262555,Star Wars: Episode III - Revenge of the Sith,PG-13,5/19/2005,140,7.6,Hayden Christensen,570398,George Lucas,2005,236.5155353982301,2005-05-19
4196,102280354,132000000,Paramount Pictures,USA,Steven Spielberg,Adventure,234280354,War of the Worlds,PG-13,6/29/2005,116,6.5,Tom Cruise,357995,Josh Friedman,2005,77.48511666666667,2005-06-29
4197,-24023822,100000000,Warner Bros.,USA,Francis Lawrence,Drama,75976178,Constantine,R,2/18/2005,121,6.9,Keanu Reeves,253723,Jamie Delano,2005,-24.023821999999996,2005-02-18
4198,-18590278,43000000,Twentieth Century Fox Film Corporation,Canada,Rob Bowman,Action,24409722,Elektra,PG-13,1/14/2005,97,4.8,Jennifer Garner,75843,Mark Steven Johnson,2005,-43.233204651162794,2005-01-14
4199,91519402,28000000,Fox 2000 Pictures,USA,James Mangold,Biography,119519402,Walk the Line,PG-13,11/18/2005,136,7.9,Joaquin Phoenix,198923,Johnny Cash,2005,326.8550071428572,2005-11-18
4201,46233369,19000000,Metro-Goldwyn-Mayer (MGM),USA,Andrew Douglas,Drama,65233369,The Amityville Horror,R,4/15/2005,90,6.0,Ryan Reynolds,91483,Scott Kosar,2005,243.3335210526316,2005-04-15
4202,109495555,70000000,Columbia Pictures Corporation,USA,Andy Tennant,Comedy,179495555,Hitch,PG-13,2/11/2005,118,6.6,Will Smith,259673,Kevin Bisch,2005,156.42222142857145,2005-02-11
4203,11080025,207000000,Universal Pictures,New Zealand,Peter Jackson,Action,218080025,King Kong,PG-13,12/14/2005,187,7.2,Naomi Watts,340976,Fran Walsh,2005,5.352669082125594,2005-12-14
4204,83449237,26000000,Universal Pictures,USA,Judd Apatow,Comedy,109449237,The 40-Year-Old Virgin,R,8/19/2005,116,7.1,Steve Carell,334507,Judd Apatow,2005,320.9586038461539,2005-08-19
4205,66336279,120000000,Regency Enterprises,USA,Doug Liman,Action,186336279,Mr. & Mrs. Smith,PG-13,6/10/2005,120,6.5,Brad Pitt,379073,Simon Kinberg,2005,55.280232500000004,2005-06-10
4206,83039965,4000000,Twisted Pictures,USA,Darren Lynn Bousman,Horror,87039965,Saw II,R,10/28/2005,93,6.6,Donnie Wahlberg,201006,Leigh Whannell,2005,2075.999125,2005-10-28
4207,5862100,1500000,Samuel Goldwyn Films,USA,Noah Baumbach,Comedy,7362100,The Squid and the Whale,R,12/16/2005,81,7.4,Owen Kline,64252,Noah Baumbach,2005,390.8066666666667,2005-12-16
4208,10044981,7000000,Lions Gate Films,USA,Rob Zombie,Crime,17044981,The Devil's Rejects,R,7/22/2005,107,6.9,Sid Haig,80744,Rob Zombie,2005,143.49972857142856,2005-07-22
4209,13359111,40000000,Warner Bros.,USA,Tim Burton,Animation,53359111,Corpse Bride,PG,9/23/2005,77,7.4,Johnny Depp,205383,Tim Burton,2005,33.39777749999999,2005-09-23
4210,28946815,35000000,Walt Disney Pictures,USA,Mike Mitchell,Adventure,63946815,Sky High,PG,7/29/2005,100,6.2,Kurt Russell,66438,Paul Hernandez,2005,82.7051857142857,2005-07-29
4211,-90181087,126000000,DreamWorks,USA,Michael Bay,Action,35818913,The Island,PG-13,7/22/2005,136,6.9,Scarlett Johansson,275721,Caspian Tredwell-Owen,2005,-71.57229126984127,2005-07-22
4212,16726995,15000000,Gold Circle Films,USA,Clare Kilner,Comedy,31726995,The Wedding Date,PG-13,2/4/2005,90,6.1,Dermot Mulroney,41497,Elizabeth Young,2005,111.51330000000002,2005-02-04
4214,-26350089,88000000,Universal Pictures,USA,Ron Howard,Biography,61649911,Cinderella Man,PG-13,6/3/2005,144,8.0,Russell Crowe,156991,Cliff Hollingsworth,2005,-29.94328295454546,2005-06-03
4215,-9341780,72000000,Universal Pictures,USA,Sam Mendes,Action,62658220,Jarhead,R,11/4/2005,125,7.0,Jake Gyllenhaal,152251,William Broyles Jr.,2005,-12.974694444444445,2005-11-04
4216,-22596315,70000000,DreamWorks,France,Steven Spielberg,Crime,47403685,Munich,R,1/6/2006,164,7.6,Eric Bana,186355,Tony Kushner,2005,-32.28045,2006-01-06
4217,3046979,53000000,Metro-Goldwyn-Mayer (MGM),USA,F. Gary Gray,Comedy,56046979,Be Cool,PG-13,3/4/2005,118,5.7,John Travolta,61786,Elmore Leonard,2005,5.749016981132082,2005-03-04
4218,-17360061,52000000,Miramax,USA,Florent-Emilio Siri,Action,34639939,Hostage,R,3/11/2005,113,6.6,Bruce Willis,97552,Robert Crais,2005,-33.38473269230769,2005-03-11
4219,-506218,32000000,New Line Cinema,USA,David Cronenberg,Crime,31493782,A History of Violence,R,9/30/2005,96,7.5,Viggo Mortensen,198947,John Wagner,2005,-1.5819312500000016,2005-09-30
4220,54696080,100000000,Twentieth Century Fox Film Corporation,USA,Tim Story,Action,154696080,Fantastic Four,PG-13,7/8/2005,106,5.7,Ioan Gruffudd,280250,Mark Frost,2005,54.696079999999995,2005-07-08
4221,8089926,15000000,BBC Films,UK,Woody Allen,Drama,23089926,Match Point,R,1/20/2006,124,7.7,Scarlett Johansson,178918,Woody Allen,2005,53.932840000000006,2006-01-20
4222,-35741131,65000000,Columbia Pictures Corporation,USA,Jon Favreau,Action,29258869,Zathura: A Space Adventure,PG,11/11/2005,101,6.1,Josh Hutcherson,74238,Chris Van Allsburg,2005,-54.98635538461538,2005-11-11
4223,22144110,25000000,Universal Pictures,USA,Kirk Jones,Comedy,47144110,Nanny McPhee,PG,1/27/2006,97,6.6,Emma Thompson,55077,Emma Thompson,2005,88.57644,2006-01-27
4224,118595521,75000000,DreamWorks Animation,USA,Eric Darnell,Animation,193595521,Madagascar,PG,5/27/2005,86,6.9,Chris Rock,294387,Mark Burton,2005,158.12736133333334,2005-05-27
4225,30270227,50000000,Warner Bros.,USA,Jay Chandrasekhar,Action,80270227,The Dukes of Hazzard,PG-13,8/5/2005,104,5.1,Seann William Scott,68938,John O'Brien,2005,60.54045400000001,2005-08-05
4226,-25850368,50000000,Entertainment Manufacturing Company,USA,Andrew Niccol,Crime,24149632,Lord of War,R,9/16/2005,122,7.6,Nicolas Cage,261701,Andrew Niccol,2005,-51.700736000000006,2005-09-16
4227,57962,950000,Lions Gate Films,USA,David Slade,Crime,1007962,Hard Candy,R,4/28/2006,104,7.1,Patrick Wilson,138885,Brian Nelson,2005,6.101263157894743,2006-04-28
4228,34707299,55000000,Touchstone Pictures,USA,Robert Schwentke,Drama,89707299,Flightplan,PG-13,9/23/2005,98,6.2,Jodie Foster,134241,Peter A. Dowling,2005,63.10418,2005-09-23
4229,-27509492,85000000,Columbia Pictures Corporation,USA,Rob Marshall,Drama,57490508,Memoirs of a Geisha,PG-13,12/23/2005,145,7.4,Ziyi Zhang,124833,Robin Swicord,2005,-32.36410823529412,2005-12-23
4230,55072454,20000000,Screen Gems,USA,Scott Derrickson,Drama,75072454,The Exorcism of Emily Rose,PG-13,9/9/2005,119,6.7,Laura Linney,103356,Paul Harris Boardman,2005,275.36227,2005-09-09
4231,-17287907,30000000,New Line Cinema,USA,Terrence Malick,Biography,12712093,The New World,PG-13,1/20/2006,135,6.7,Colin Farrell,74644,Terrence Malick,2005,-57.626356666666666,2006-01-20
4232,2064800,30000000,Warner Bros.,Australia,Jaume Collet-Serra,Horror,32064800,La casa de cera,R,5/6/2005,108,5.3,Chad Michael Murray,100354,Charles Belden,2005,6.882666666666659,2005-05-06
4233,22571173,60000000,Twentieth Century Fox Film Corporation,USA,Adam Shankman,Adventure,82571173,Cheaper by the Dozen 2,PG,12/21/2005,94,5.5,Steve Martin,46237,Sam Harper,2005,37.61862166666668,2005-12-21
4234,29494381,45000000,Paramount Pictures,USA,John Singleton,Action,74494381,Four Brothers,R,8/12/2005,109,6.9,Mark Wahlberg,117043,David Elliot,2005,65.54306888888888,2005-08-12
4235,-10822316,50000000,Dimension Films,USA,Robert Rodriguez,Action,39177684,The Adventures of Sharkboy and Lavagirl 3-D,PG,6/10/2005,93,3.5,Cayden Boyd,22677,Robert Rodriguez,2005,-21.644631999999998,2005-06-10
4236,-10756244,15000000,Warner Bros.,USA,Shane Black,Comedy,4243756,Kiss Kiss Bang Bang,R,11/18/2005,103,7.6,Robert Downey Jr.,188313,Brett Halliday,2005,-71.70829333333333,2005-11-18
4237,13124543,3000000,Eden Rock Media,USA,Rob McKittrick,Comedy,16124543,Waiting...,R,10/7/2005,94,6.8,Ryan Reynolds,79505,Rob McKittrick,2005,437.48476666666664,2005-10-07
4238,-50083733,88000000,Dimension Films,USA,Terry Gilliam,Adventure,37916267,The Brothers Grimm,PG-13,8/26/2005,118,5.9,Matt Damon,103728,Ehren Kruger,2005,-56.91333295454546,2005-08-26
4239,-36142013,62000000,Paramount Pictures,USA,Karyn Kusama,Action,25857987,�on Flux,PG-13,12/2/2005,93,5.5,Charlize Theron,114477,Phil Hay,2005,-58.293569354838716,2005-12-02
4240,14008741,25000000,Alcon Entertainment,USA,Ken Kwapis,Comedy,39008741,The Sisterhood of the Traveling Pants,PG,6/1/2005,119,6.5,Amber Tamblyn,47742,Ann Brashares,2005,56.03496400000001,2005-06-01
4241,-33126068,60000000,Columbia Pictures Corporation,USA,Lee Tamahori,Action,26873932,xXx: State of the Union,PG-13,4/29/2005,101,4.4,Ice Cube,58727,Rich Wilkes,2005,-55.21011333333333,2005-04-29
